idINS,individuals,households,households_poor,households_1person,households_5plus_person,households_owner,households_single_parent,sum_niveau_de_vie_eur,sum_dwelling_surface_m2,households_collective_housing,households_house,households_social_housing,pop_0_3,pop_4_5,pop_6_10,pop_11_17,pop_18_24,pop_25_39,pop_40_54,pop_55_64,pop_65_79,pop_80p,avg_niveau_de_vie_eur
CRS3035RES200mN2600800E3492200,4.0,1.9,0.4,0.6,0.0,1.4,0.2,95248.7,195.6,0.0,1.9,0.0,0.1,0.3,0.1,0.1,0.3,0.7,1.2,0.5,0.6,0.1,23812.0
CRS3035RES200mN2600800E3492400,18.0,8.5,1.6,2.6,0.0,6.4,1.1,428619.0,880.4,0.0,8.5,0.0,0.5,1.6,0.3,0.3,1.6,3.2,5.3,2.1,2.6,0.5,23812.0
CRS3035RES200mN2600800E3492600,6.0,2.8,0.5,0.9,0.0,2.1,0.4,142873.0,293.5,0.0,2.8,0.0,0.2,0.5,0.1,0.1,0.5,1.0,1.8,0.7,0.9,0.2,23812.0
CRS3035RES200mN2601200E3490200,3.0,1.2,0.1,0.2,0.1,0.9,0.1,84912.7,151.5,0.0,1.2,0.0,0.2,0.0,0.3,0.2,0.2,0.1,0.9,0.4,0.6,0.1,28304.0
CRS3035RES200mN2601400E3491600,5.0,2.0,0.2,0.3,0.2,1.5,0.2,141521.2,252.5,0.0,2.0,0.0,0.3,0.0,0.5,0.3,0.3,0.2,1.5,0.7,1.0,0.2,28304.0
CRS3035RES200mN2601400E3493000,3.0,1.5,0.1,0.5,0.0,1.3,0.1,76283.2,171.4,0.0,1.5,0.0,0.1,0.0,0.3,0.1,0.0,0.4,0.5,0.7,0.8,0.1,25428.0
CRS3035RES200mN2601600E3490000,2.0,0.8,0.1,0.1,0.1,0.6,0.1,56608.5,101.0,0.0,0.8,0.0,0.1,0.0,0.2,0.1,0.1,0.1,0.6,0.3,0.4,0.1,28304.0
CRS3035RES200mN2601600E3490200,15.0,6.0,0.5,1.0,0.5,4.5,0.5,424563.7,757.5,0.0,6.0,0.0,1.0,0.0,1.5,1.0,1.0,0.5,4.5,2.0,3.0,0.5,28304.0
CRS3035RES200mN2601600E3490400,2.0,0.8,0.1,0.1,0.1,0.6,0.1,56608.5,101.0,0.0,0.8,0.0,0.1,0.0,0.2,0.1,0.1,0.1,0.6,0.3,0.4,0.1,28304.0
CRS3035RES200mN2601600E3491800,2.0,0.8,0.1,0.1,0.1,0.6,0.1,56608.5,101.0,0.0,0.8,0.0,0.1,0.0,0.2,0.1,0.1,0.1,0.6,0.3,0.4,0.1,28304.0
CRS3035RES200mN2602200E3489600,4.0,1.5,0.4,0.2,0.1,1.2,0.0,104616.0,209.9,0.0,1.5,0.0,0.0,0.0,0.0,0.6,0.1,0.5,1.1,0.8,0.7,0.2,26154.0
CRS3035RES200mN2602600E3491800,4.0,1.8,0.3,0.6,0.2,1.6,0.3,77951.3,208.7,0.0,1.8,0.0,0.1,0.1,0.3,0.5,0.2,0.3,1.2,0.6,0.4,0.3,19488.0
CRS3035RES200mN2602800E3491800,10.0,4.5,0.6,1.5,0.4,4.0,0.6,194878.3,521.7,0.0,4.5,0.0,0.2,0.2,0.7,1.4,0.4,0.6,3.0,1.5,1.1,0.9,19488.0
CRS3035RES200mN2602800E3492000,1.0,0.4,0.1,0.1,0.0,0.3,0.1,21513.0,50.8,0.1,0.3,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.2,0.1,0.1,0.1,21513.0
CRS3035RES200mN2603000E3489000,15.0,5.7,1.4,0.7,0.4,4.6,0.0,392310.1,787.1,0.0,5.7,0.0,0.0,0.0,0.0,2.3,0.5,1.8,4.3,2.9,2.5,0.7,26154.0
CRS3035RES200mN2603000E3491800,48.0,21.0,2.0,7.0,1.0,17.0,1.0,1106929.1,2601.0,0.0,21.0,0.0,8.0,0.0,3.0,1.0,3.0,14.0,8.0,1.0,7.0,3.0,23061.0
CRS3035RES200mN2603000E3492000,4.0,1.7,0.2,0.4,0.1,1.2,0.2,86052.0,203.3,0.3,1.4,0.0,0.0,0.1,0.1,0.6,0.4,0.7,0.7,0.5,0.5,0.4,21513.0
CRS3035RES200mN2603200E3488800,2.0,0.8,0.2,0.1,0.0,0.6,0.0,52308.0,105.0,0.0,0.8,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.6,0.4,0.3,0.1,26154.0
CRS3035RES200mN2603200E3489000,30.5,12.0,4.0,2.0,0.0,7.0,2.0,661170.4,1621.0,0.0,12.0,0.0,0.0,3.0,1.0,4.5,1.0,6.0,11.0,3.0,1.0,0.0,21678.0
CRS3035RES200mN2603200E3491600,26.0,7.9,0.6,0.6,1.8,6.7,1.2,572735.9,865.3,0.0,7.9,0.0,1.2,0.6,1.2,4.2,1.8,2.4,7.9,4.3,2.4,0.0,22028.0
CRS3035RES200mN2603200E3491800,52.0,19.0,3.0,6.0,3.0,15.0,1.0,1039041.5,2176.0,0.0,19.0,0.0,3.0,0.0,6.0,8.0,4.0,6.0,11.0,8.0,2.0,4.0,19982.0
CRS3035RES200mN2603200E3492000,12.0,5.0,0.6,1.1,0.3,3.6,0.6,258155.9,609.9,0.8,4.2,0.0,0.2,0.2,0.2,1.9,1.3,2.1,2.1,1.4,1.5,1.1,21513.0
CRS3035RES200mN2603400E3491800,15.0,4.5,0.3,0.3,1.0,3.8,0.7,330424.5,499.2,0.0,4.5,0.0,0.7,0.4,0.7,2.4,1.1,1.4,4.5,2.4,1.4,0.0,22028.0
CRS3035RES200mN2603600E3487800,2.0,1.0,0.3,0.2,0.0,0.8,0.3,42818.0,120.7,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.1,0.3,0.3,0.4,0.4,0.2,21409.0
CRS3035RES200mN2603600E3491800,2.0,0.6,0.0,0.0,0.1,0.5,0.1,44056.6,66.6,0.0,0.6,0.0,0.1,0.1,0.1,0.3,0.1,0.2,0.6,0.3,0.2,0.0,22028.0
CRS3035RES200mN2603600E3493200,14.0,5.9,0.8,1.3,0.4,4.2,0.8,301181.9,711.5,1.0,4.9,0.0,0.2,0.2,0.3,2.2,1.5,2.4,2.5,1.7,1.7,1.3,21513.0
CRS3035RES200mN2603800E3488400,1.0,0.4,0.1,0.0,0.0,0.3,0.0,26154.0,52.5,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.3,0.2,0.2,0.0,26154.0
CRS3035RES200mN2603800E3490200,8.0,3.6,0.5,1.2,0.3,3.2,0.5,155902.7,417.4,0.0,3.6,0.0,0.2,0.2,0.6,1.1,0.3,0.5,2.4,1.2,0.8,0.7,19488.0
CRS3035RES200mN2603800E3490400,9.0,4.0,0.6,1.3,0.4,3.6,0.6,175390.5,469.5,0.0,4.0,0.0,0.2,0.2,0.7,1.2,0.4,0.6,2.7,1.3,0.9,0.8,19488.0
CRS3035RES200mN2603800E3490600,16.0,7.1,1.0,2.4,0.7,6.5,1.0,311805.3,834.7,0.0,7.1,0.0,0.3,0.3,1.2,2.2,0.7,1.0,4.8,2.4,1.7,1.4,19488.0
CRS3035RES200mN2604000E3488600,5.0,2.6,0.2,1.3,0.2,2.6,0.2,88980.1,303.0,0.0,2.6,0.0,0.0,0.0,0.4,0.7,0.0,0.2,1.1,0.9,1.3,0.4,17796.0
CRS3035RES200mN2604000E3490400,5.0,2.0,0.2,0.5,0.1,1.8,0.2,126337.9,236.7,0.0,2.0,0.0,0.1,0.3,0.3,0.6,0.5,0.8,1.2,0.3,0.7,0.2,25268.0
CRS3035RES200mN2604000E3490600,46.0,18.0,1.8,4.5,0.9,16.2,1.8,1162308.6,2177.3,0.0,18.0,0.0,0.9,2.7,2.7,5.4,4.5,7.2,11.8,2.7,6.3,1.8,25268.0
CRS3035RES200mN2604000E3491400,3.0,1.2,0.1,0.3,0.1,1.1,0.2,58718.2,145.3,0.1,1.1,0.0,0.1,0.1,0.1,0.7,0.1,0.3,0.8,0.1,0.6,0.1,19573.0
CRS3035RES200mN2604000E3491600,5.0,2.0,0.2,0.6,0.2,1.9,0.4,97863.7,242.2,0.2,1.8,0.0,0.2,0.2,0.2,1.1,0.2,0.5,1.3,0.2,0.9,0.2,19573.0
CRS3035RES200mN2604000E3493000,2.0,1.0,0.1,0.3,0.1,0.9,0.1,55595.4,100.1,0.1,0.9,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.4,0.4,0.2,0.3,27798.0
CRS3035RES200mN2604200E3488400,1.0,0.5,0.0,0.3,0.0,0.5,0.0,17796.0,60.6,0.0,0.5,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.2,0.3,0.1,17796.0
CRS3035RES200mN2604200E3488600,17.0,8.8,0.6,4.4,0.6,8.8,0.6,302532.4,1030.1,0.0,8.8,0.0,0.0,0.0,1.3,2.5,0.0,0.6,3.8,3.1,4.4,1.3,17796.0
CRS3035RES200mN2604400E3486000,13.0,5.4,0.5,1.9,0.3,4.1,0.0,350840.6,679.0,0.0,5.4,0.0,0.5,0.3,0.6,0.8,1.9,1.9,2.4,2.2,1.6,0.8,26988.0
CRS3035RES200mN2604400E3488400,24.0,13.0,1.0,6.0,0.0,13.0,1.0,595093.3,1458.0,0.0,13.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,6.0,7.0,3.0,2.0,24796.0
CRS3035RES200mN2604400E3488600,2.0,1.0,0.1,0.5,0.1,1.0,0.1,35592.0,121.2,0.0,1.0,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.4,0.4,0.5,0.2,17796.0
CRS3035RES200mN2604600E3486000,28.0,11.7,1.2,4.1,0.6,8.8,0.0,755656.8,1462.4,0.0,11.7,0.0,1.2,0.6,1.2,1.7,4.1,4.1,5.2,4.7,3.5,1.7,26988.0
CRS3035RES200mN2604600E3486200,7.0,2.9,0.3,1.0,0.1,2.2,0.0,188914.2,365.6,0.0,2.9,0.0,0.3,0.2,0.3,0.4,1.0,1.0,1.3,1.2,0.9,0.4,26988.0
CRS3035RES200mN2604600E3492000,11.5,5.5,0.6,1.8,0.3,4.9,0.6,319673.8,575.3,0.6,4.9,0.0,0.0,0.0,1.1,1.2,0.6,1.2,2.5,2.2,1.2,1.5,27798.0
CRS3035RES200mN2604600E3495000,1.0,0.5,0.0,0.2,0.0,0.4,0.1,24713.6,53.9,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.4,0.1,24714.0
CRS3035RES200mN2604800E3488600,2.0,1.0,0.1,0.5,0.1,1.0,0.1,35592.0,121.2,0.0,1.0,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.4,0.4,0.5,0.2,17796.0
CRS3035RES200mN2604800E3491800,4.0,1.6,0.1,0.4,0.1,1.5,0.3,78291.0,193.8,0.1,1.5,0.0,0.1,0.1,0.2,0.9,0.2,0.4,1.0,0.2,0.7,0.2,19573.0
CRS3035RES200mN2604800E3492000,12.0,5.8,0.6,1.9,0.3,5.1,0.6,333572.6,600.3,0.7,5.1,0.0,0.0,0.0,1.1,1.3,0.6,1.3,2.6,2.2,1.3,1.6,27798.0
CRS3035RES200mN2605200E3486800,1.0,0.3,0.0,0.1,0.0,0.3,0.0,22632.4,43.6,0.0,0.3,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.3,0.2,0.0,0.1,22632.0
CRS3035RES200mN2605400E3486800,33.0,11.3,0.9,1.7,0.9,9.6,0.0,746870.4,1439.8,0.0,11.3,0.0,2.6,1.7,2.6,0.9,3.5,3.5,9.6,5.2,1.7,1.7,22632.0
CRS3035RES200mN2605400E3488000,10.0,3.7,0.4,0.5,0.2,3.0,0.1,235688.9,417.9,0.1,3.6,0.0,0.0,0.1,0.8,1.3,0.5,1.6,2.0,2.0,1.1,0.6,23569.0
CRS3035RES200mN2605400E3488200,5.0,1.8,0.2,0.2,0.1,1.5,0.1,117844.5,208.9,0.0,1.8,0.0,0.0,0.1,0.4,0.7,0.2,0.8,1.0,1.0,0.5,0.3,23569.0
CRS3035RES200mN2605400E3488800,11.0,4.1,0.4,0.5,0.3,3.3,0.1,259257.8,459.6,0.2,3.9,0.0,0.0,0.1,0.9,1.5,0.5,1.7,2.2,2.2,1.2,0.7,23569.0
CRS3035RES200mN2605400E3490800,2.0,0.8,0.1,0.2,0.1,0.7,0.1,39145.5,96.9,0.1,0.7,0.0,0.1,0.1,0.1,0.4,0.1,0.2,0.5,0.1,0.3,0.1,19573.0
CRS3035RES200mN2605400E3491000,4.0,1.6,0.1,0.4,0.1,1.5,0.3,78291.0,193.8,0.1,1.5,0.0,0.1,0.1,0.2,0.9,0.2,0.4,1.0,0.2,0.7,0.2,19573.0
CRS3035RES200mN2605400E3495200,3.0,1.4,0.1,0.5,0.0,1.2,0.2,74140.8,161.8,0.0,1.4,0.0,0.2,0.0,0.2,0.1,0.1,0.6,0.2,0.3,1.1,0.2,24714.0
CRS3035RES200mN2605400E3496400,3.0,1.5,0.3,0.9,0.2,1.0,0.0,65093.5,181.0,0.0,1.5,0.0,0.0,0.0,0.1,0.5,0.1,0.1,0.7,0.3,0.4,0.8,21698.0
CRS3035RES200mN2605600E3487600,2.0,0.7,0.1,0.1,0.1,0.6,0.0,45264.9,87.3,0.0,0.7,0.0,0.2,0.1,0.2,0.0,0.2,0.2,0.6,0.3,0.1,0.1,22632.0
CRS3035RES200mN2605600E3487800,2.0,0.7,0.1,0.1,0.1,0.6,0.0,45264.9,87.3,0.0,0.7,0.0,0.2,0.1,0.2,0.0,0.2,0.2,0.6,0.3,0.1,0.1,22632.0
CRS3035RES200mN2605600E3488000,29.0,10.7,1.0,1.4,0.7,8.6,0.3,683497.9,1211.8,0.3,10.4,0.0,0.0,0.3,2.4,3.8,1.4,4.5,5.9,5.9,3.1,1.7,23569.0
CRS3035RES200mN2605600E3488200,6.0,2.2,0.2,0.3,0.1,1.8,0.1,141413.4,250.7,0.1,2.1,0.0,0.0,0.1,0.5,0.8,0.3,0.9,1.2,1.2,0.6,0.4,23569.0
CRS3035RES200mN2605600E3488600,6.0,2.2,0.2,0.3,0.1,1.8,0.1,141413.4,250.7,0.1,2.1,0.0,0.0,0.1,0.5,0.8,0.3,0.9,1.2,1.2,0.6,0.4,23569.0
CRS3035RES200mN2605600E3488800,6.0,2.2,0.2,0.3,0.1,1.8,0.1,141413.4,250.7,0.1,2.1,0.0,0.0,0.1,0.5,0.8,0.3,0.9,1.2,1.2,0.6,0.4,23569.0
CRS3035RES200mN2605600E3489200,15.0,6.9,0.9,2.1,0.3,5.1,1.2,320586.1,788.4,0.0,6.9,0.0,1.2,0.6,1.1,1.3,0.9,5.1,3.0,0.0,1.8,0.0,21372.0
CRS3035RES200mN2605600E3489400,11.0,5.1,0.7,1.5,0.2,3.7,0.9,235096.4,578.2,0.0,5.1,0.0,0.9,0.4,0.8,1.0,0.7,3.7,2.2,0.0,1.3,0.0,21372.0
CRS3035RES200mN2605600E3489600,7.0,3.2,0.4,1.0,0.1,2.4,0.6,149606.8,367.9,0.0,3.2,0.0,0.6,0.3,0.5,0.6,0.4,2.4,1.4,0.0,0.8,0.0,21372.0
CRS3035RES200mN2605600E3493200,5.0,2.4,0.3,0.8,0.1,2.1,0.3,138988.6,250.1,0.3,2.1,0.0,0.0,0.0,0.5,0.5,0.3,0.5,1.1,0.9,0.5,0.7,27798.0
CRS3035RES200mN2605800E3488000,11.0,4.1,0.4,0.5,0.3,3.3,0.1,259257.8,459.6,0.2,3.9,0.0,0.0,0.1,0.9,1.5,0.5,1.7,2.2,2.2,1.2,0.7,23569.0
CRS3035RES200mN2605800E3488200,38.0,16.0,1.0,4.0,0.0,13.0,0.0,978054.7,1573.0,0.0,16.0,0.0,3.0,0.0,1.0,1.0,5.0,7.0,5.0,6.0,10.0,0.0,25738.0
CRS3035RES200mN2605800E3488400,43.0,16.0,2.0,3.0,2.0,14.0,1.0,987493.9,1518.0,0.0,16.0,0.0,5.0,0.0,4.0,5.0,0.0,13.0,9.0,4.0,3.0,0.0,22965.0
CRS3035RES200mN2605800E3489400,7.0,3.2,0.4,1.0,0.1,2.4,0.6,149606.8,367.9,0.0,3.2,0.0,0.6,0.3,0.5,0.6,0.4,2.4,1.4,0.0,0.8,0.0,21372.0
CRS3035RES200mN2605800E3489600,10.0,4.6,0.6,1.4,0.2,3.4,0.8,213724.0,525.6,0.0,4.6,0.0,0.8,0.4,0.7,0.9,0.6,3.4,2.0,0.0,1.2,0.0,21372.0
CRS3035RES200mN2605800E3490400,9.0,3.7,0.3,1.0,0.3,3.3,0.7,176154.7,436.0,0.4,3.3,0.0,0.3,0.3,0.3,2.0,0.3,1.0,2.3,0.4,1.7,0.4,19573.0
CRS3035RES200mN2605800E3494600,2.0,0.9,0.1,0.3,0.0,0.8,0.1,49427.2,107.8,0.0,0.9,0.0,0.1,0.0,0.2,0.0,0.0,0.4,0.2,0.2,0.7,0.2,24714.0
CRS3035RES200mN2606000E3485400,31.0,11.0,0.0,2.0,2.0,9.0,1.0,648225.9,960.0,0.0,11.0,0.0,1.0,1.0,4.0,2.0,5.0,5.0,6.0,0.0,6.0,1.0,20911.0
CRS3035RES200mN2606000E3485600,9.0,3.8,0.5,0.9,0.2,2.6,0.2,173651.2,387.2,0.2,3.6,0.0,0.5,0.5,0.2,0.2,1.4,2.6,1.0,1.2,1.4,0.0,19295.0
CRS3035RES200mN2606000E3487000,22.0,12.0,4.0,7.0,0.0,8.0,2.0,488894.3,1396.0,0.0,12.0,0.0,1.0,1.0,1.0,4.0,0.0,6.0,2.0,4.0,0.0,3.0,22222.0
CRS3035RES200mN2606000E3487200,11.0,4.3,0.2,1.0,0.2,3.3,0.2,268297.7,545.0,0.0,4.3,0.0,0.2,0.5,0.7,0.3,1.4,1.9,1.4,2.2,1.4,1.0,24391.0
CRS3035RES200mN2606000E3487400,1.0,0.4,0.0,0.1,0.0,0.3,0.0,24390.7,49.5,0.0,0.4,0.0,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.2,0.1,0.1,24391.0
CRS3035RES200mN2606000E3487600,2.0,0.8,0.0,0.2,0.0,0.6,0.0,48781.4,99.1,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.3,0.3,0.3,0.4,0.3,0.2,24391.0
CRS3035RES200mN2606000E3488000,17.0,7.6,0.4,2.9,0.0,5.8,0.0,386903.5,786.0,0.0,7.6,0.0,0.4,0.7,0.4,1.4,1.4,3.3,4.3,3.3,1.8,0.0,22759.0
CRS3035RES200mN2606000E3488200,48.0,17.0,1.0,1.0,1.0,12.0,1.0,1111699.4,2016.0,0.0,17.0,3.0,2.0,1.0,1.0,4.0,6.0,5.0,9.0,7.0,11.0,2.0,23160.0
CRS3035RES200mN2606000E3488400,1.0,0.4,0.0,0.2,0.0,0.3,0.0,22759.0,46.2,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.2,0.1,0.0,22759.0
CRS3035RES200mN2606000E3489600,5.0,1.9,0.4,0.4,0.2,1.5,0.3,115635.1,220.8,0.0,1.9,0.0,0.2,0.1,0.4,0.3,0.5,0.8,0.9,0.9,0.6,0.3,23127.0
CRS3035RES200mN2606200E3485400,13.0,5.5,0.7,1.4,0.3,3.8,0.3,250829.6,559.3,0.4,5.1,0.0,0.7,0.7,0.3,0.3,2.0,3.8,1.4,1.7,2.1,0.0,19295.0
CRS3035RES200mN2606200E3485600,16.0,6.7,0.8,1.7,0.4,4.6,0.4,308713.3,688.4,0.4,6.3,0.0,0.9,0.9,0.4,0.4,2.5,4.6,1.7,2.1,2.5,0.0,19295.0
CRS3035RES200mN2606200E3486800,3.0,1.3,0.4,0.4,0.1,1.3,0.0,60737.1,142.2,0.0,1.3,0.0,0.1,0.1,0.1,0.3,0.1,0.7,0.6,0.4,0.1,0.5,20246.0
CRS3035RES200mN2606200E3487000,18.0,7.0,0.4,1.6,0.4,5.5,0.4,439032.5,891.8,0.0,7.0,0.0,0.4,0.8,1.2,0.4,2.3,3.1,2.3,3.5,2.4,1.6,24391.0
CRS3035RES200mN2606200E3487200,2.0,0.8,0.0,0.2,0.0,0.6,0.0,48781.4,99.1,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.3,0.3,0.3,0.4,0.3,0.2,24391.0
CRS3035RES200mN2606200E3489600,4.0,1.5,0.3,0.3,0.1,1.2,0.3,92508.0,176.7,0.0,1.5,0.0,0.1,0.1,0.3,0.3,0.4,0.6,0.7,0.7,0.5,0.3,23127.0
CRS3035RES200mN2606200E3490400,2.0,0.9,0.0,0.1,0.0,0.8,0.1,48609.9,108.9,0.0,0.9,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.3,0.2,0.6,0.0,24305.0
CRS3035RES200mN2606200E3493400,15.0,6.1,2.3,1.7,0.6,3.5,0.6,290921.7,772.2,0.0,6.1,0.0,0.3,0.3,1.4,1.4,2.3,2.3,3.2,2.3,0.9,0.6,19395.0
CRS3035RES200mN2606200E3493600,3.0,1.2,0.5,0.3,0.1,0.7,0.1,58184.3,154.4,0.0,1.2,0.0,0.0,0.0,0.3,0.3,0.5,0.5,0.6,0.5,0.2,0.1,19395.0
CRS3035RES200mN2606200E3494800,4.0,1.9,0.1,0.6,0.0,1.6,0.2,98854.4,215.7,0.0,1.9,0.0,0.2,0.0,0.3,0.1,0.1,0.8,0.3,0.4,1.5,0.3,24714.0
CRS3035RES200mN2606400E3489400,5.0,1.9,0.4,0.4,0.2,1.5,0.3,115635.1,220.8,0.0,1.9,0.0,0.2,0.1,0.4,0.3,0.5,0.8,0.9,0.9,0.6,0.3,23127.0
CRS3035RES200mN2606400E3493400,5.0,2.0,0.8,0.6,0.2,1.2,0.2,96973.9,257.4,0.0,2.0,0.0,0.1,0.1,0.5,0.5,0.7,0.8,1.0,0.8,0.3,0.2,19395.0
CRS3035RES200mN2606400E3493600,4.0,1.6,0.6,0.5,0.2,0.9,0.2,77579.1,205.9,0.0,1.6,0.0,0.1,0.1,0.4,0.4,0.6,0.6,0.8,0.6,0.2,0.2,19395.0
CRS3035RES200mN2606400E3494600,2.0,0.9,0.1,0.3,0.0,0.8,0.1,49427.2,107.8,0.0,0.9,0.0,0.1,0.0,0.2,0.0,0.0,0.4,0.2,0.2,0.7,0.2,24714.0
CRS3035RES200mN2606400E3494800,14.0,6.6,0.4,2.2,0.0,5.5,0.7,345990.2,754.9,0.0,6.6,0.0,0.7,0.0,1.1,0.4,0.4,2.6,1.1,1.5,5.1,1.1,24714.0
CRS3035RES200mN2606600E3479000,4.0,1.4,0.1,0.3,0.1,1.3,0.0,93359.3,162.8,0.0,1.4,0.0,0.2,0.1,0.5,0.2,0.2,1.0,0.5,0.8,0.3,0.2,23340.0
CRS3035RES200mN2606600E3487800,2.0,0.8,0.0,0.2,0.0,0.6,0.0,48781.4,99.1,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.3,0.3,0.3,0.4,0.3,0.2,24391.0
CRS3035RES200mN2606600E3489400,3.0,1.1,0.2,0.2,0.1,0.9,0.2,69381.0,132.5,0.0,1.1,0.0,0.1,0.1,0.3,0.2,0.3,0.4,0.5,0.5,0.4,0.2,23127.0
CRS3035RES200mN2606600E3491800,3.0,1.3,0.0,0.2,0.1,1.1,0.1,72914.9,163.3,0.0,1.3,0.0,0.0,0.0,0.3,0.2,0.2,0.6,0.5,0.3,0.9,0.0,24305.0
CRS3035RES200mN2606800E3487800,10.0,3.9,0.2,0.9,0.2,3.0,0.2,243907.0,495.4,0.0,3.9,0.0,0.2,0.4,0.7,0.2,1.3,1.7,1.3,2.0,1.3,0.9,24391.0
CRS3035RES200mN2606800E3488000,11.0,4.9,0.2,1.9,0.0,3.7,0.0,250349.3,508.6,0.0,4.9,0.0,0.2,0.5,0.2,0.9,1.0,2.1,2.8,2.1,1.2,0.0,22759.0
CRS3035RES200mN2606800E3488200,18.0,8.0,0.4,3.1,0.0,6.1,0.0,409662.6,832.2,0.0,8.0,0.0,0.4,0.8,0.4,1.5,1.5,3.4,4.6,3.5,1.9,0.0,22759.0
CRS3035RES200mN2606800E3489200,16.5,6.3,1.4,1.4,0.5,4.9,1.1,381595.7,728.7,0.0,6.3,0.0,0.5,0.3,1.4,1.1,1.8,2.4,3.0,3.0,1.9,1.1,23127.0
CRS3035RES200mN2606800E3489400,5.0,1.9,0.4,0.4,0.2,1.5,0.3,115635.1,220.8,0.0,1.9,0.0,0.2,0.1,0.4,0.3,0.5,0.8,0.9,0.9,0.6,0.3,23127.0
CRS3035RES200mN2606800E3489600,5.0,1.9,0.4,0.4,0.2,1.5,0.3,115635.1,220.8,0.0,1.9,0.0,0.2,0.1,0.4,0.3,0.5,0.8,0.9,0.9,0.6,0.3,23127.0
CRS3035RES200mN2606800E3489800,17.0,6.5,1.4,1.4,0.6,5.1,1.1,393159.2,750.8,0.0,6.5,0.0,0.6,0.3,1.4,1.1,1.8,2.5,3.1,3.1,2.0,1.1,23127.0
CRS3035RES200mN2607000E3487800,4.0,1.7,0.5,0.5,0.1,1.7,0.0,80982.8,189.6,0.0,1.7,0.0,0.1,0.1,0.1,0.4,0.1,1.0,0.8,0.6,0.1,0.7,20246.0
CRS3035RES200mN2607000E3488000,11.0,4.7,0.0,0.8,0.4,3.8,0.4,303939.9,584.3,0.0,4.7,0.0,0.2,0.4,0.2,1.3,0.4,1.3,2.9,1.3,3.0,0.0,27631.0
CRS3035RES200mN2607000E3488200,15.0,6.3,0.0,1.2,0.6,5.2,0.6,414463.5,796.7,0.0,6.3,0.0,0.3,0.6,0.3,1.7,0.6,1.7,4.0,1.7,4.1,0.0,27631.0
CRS3035RES200mN2607000E3489000,28.0,10.7,0.0,0.0,0.0,10.7,2.0,698646.7,1139.3,0.0,10.7,0.0,2.3,0.7,2.3,3.3,0.7,4.7,9.3,2.7,2.0,0.0,24952.0
CRS3035RES200mN2607000E3489200,10.0,3.8,0.0,0.0,0.0,3.8,0.7,249516.7,406.9,0.0,3.8,0.0,0.8,0.2,0.8,1.2,0.3,1.7,3.3,1.0,0.7,0.0,24952.0
CRS3035RES200mN2607000E3489400,4.0,1.5,0.0,0.0,0.0,1.5,0.3,99806.7,162.8,0.0,1.5,0.0,0.3,0.1,0.3,0.5,0.1,0.7,1.3,0.4,0.3,0.0,24952.0
CRS3035RES200mN2607000E3491000,5.0,2.1,0.0,0.3,0.1,1.9,0.2,121524.8,272.1,0.0,2.1,0.0,0.0,0.0,0.6,0.4,0.3,1.0,0.8,0.4,1.5,0.0,24305.0
CRS3035RES200mN2607000E3493000,5.0,2.6,0.6,0.9,0.2,2.4,0.0,108942.1,330.9,0.0,2.6,0.0,0.1,0.0,0.1,0.3,0.2,0.9,0.8,0.8,1.5,0.3,21788.0
CRS3035RES200mN2607000E3494400,2.0,0.9,0.1,0.3,0.0,0.8,0.1,49427.2,107.8,0.0,0.9,0.0,0.1,0.0,0.2,0.0,0.0,0.4,0.2,0.2,0.7,0.2,24714.0
CRS3035RES200mN2607000E3496000,7.0,2.8,0.5,0.4,0.0,2.7,0.1,159397.9,310.1,0.0,2.8,0.0,0.4,0.4,0.5,0.6,0.0,1.5,0.9,0.7,1.8,0.2,22771.0
CRS3035RES200mN2607000E3496400,9.0,3.5,0.7,0.5,0.0,3.4,0.1,204940.2,398.8,0.0,3.5,0.0,0.5,0.5,0.6,0.8,0.0,2.0,1.2,0.9,2.2,0.3,22771.0
CRS3035RES200mN2607000E3496600,18.0,7.1,1.3,1.1,0.0,6.8,0.3,409880.4,797.5,0.0,7.1,0.0,1.0,1.1,1.2,1.6,0.0,3.9,2.4,1.8,4.5,0.5,22771.0
CRS3035RES200mN2607000E3496800,29.0,14.0,2.0,5.0,0.0,13.0,2.0,624120.1,1480.0,1.0,13.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,8.0,5.0,6.0,1.0,21521.0
