name,address,postal_code,COMMUNE,nom_commune,domain_code,domain,subdomain_code,subdomain,type_code,type,geoloc_quality_code,longitude,latitude
2ATM,2 RTE DE PARIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A3,Services automobiles,A301,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,11,-1.02558,46.20332
MARRET FROID,FIEF DES PRISES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A3,Services automobiles,A301,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,12,-1.01145,46.20821
CARROSSERIE ENVERGURE,7 RTE DU FIEF DES PRISES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A3,Services automobiles,A301,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,11,-1.01802,46.20586
AUTO ECOLE LA SABLIERE,1 RUE DE LA SABLIERE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A3,Services automobiles,A304,ÉCOLE DE CONDUITE,11,-1.00892,46.18376
PEREIRA FARIA JOSE,7 RUE DES AJETS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.02249,46.1847
ERC HARRANGER,5 RUE DES CHARMILLES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.01823,46.20892
ND MACONNERIE,5 RUE DU LEVANT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.01677,46.19151
SD CHAPE ATLANTIQUE,8 RUE DE JOSAPHAT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.03519,46.17547
CARDOSO MARTINS RUI MANUEL,3 RUE DE LA MARE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.02284,46.18404
BAMARD NICOLAS,30 RUE DE LA ROCHE BERTIN,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.0191,46.18989
VILELA DO REGO LUIS CARLOS,23 RUE DU LEVANT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.01486,46.19127
FOURNIER,1 B RUE DES NENUPHARS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.03135,46.20457
APMG,2 RUE D ANJOU,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.04781,46.20683
POIREL ROMAIN,19 RUE DES FRENES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.01477,46.19061
EL HMOUID JEREMY,RUE DE LA ROBERTRIE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.01612,46.18635
MENDES DA COSTA CASTELA NUNO DUARTE,11 IMP DU MEUNIER,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.03314,46.20062
MOREIRA SOARES CESAR,11 IMP DES MEUNIERS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A401,MAÇON,11,-1.03314,46.20062
GIRARD WILFRID,9 CHE DU MOULIN,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.03413,46.20026
FLORENCEAU BERNARD,RTE DE LOIRE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,12,-1.00502,46.1913
PELON JEREMY,8 CHE DES CIGALES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.0241,46.20742
CARVALHO MARIA LOUISA,5 RUE DES GRILLONS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.02484,46.20622
GALAXCIE RENOVATION,1 B RUE DES GRANDS CHAMPS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.00637,46.18702
BERTON CHARLY,2 IMP DES BOIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.0221,46.19292
FEVRIER AURELIEN,4 RUE DE LA MARE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.02305,46.18377
ESPRIT PEINTURE,301 RUE DU RADAR,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.00582,46.19242
DEUBELBEISS AUDREY,7 B CHE DES MARTINES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-0.97705,46.18356
GUERIN MARC,RTE DE LOIRE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,12,-1.00631,46.19126
BETON RENOVE ET COLORE,14 RTE DE SAINT COUX,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.00661,46.18432
E.R PEINTURE,451 RUE DU RADAR,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.00476,46.19251
COMMERCES OPERATIONS ARTS CAFES HOTELLERIE INVESTISSEMENTS NEGOCE GESTION,4 RUE DU PRIEURE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.0088,46.18623
NOEL ALEXANDRE,16 RUE DE LA ROBERTRIE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A402,PLÂTRIER PEINTRE,11,-1.01568,46.18722
STE D'EBENISTERIE ET DE MENUISERIE ARTISANALE,1 RUE DES CHARMILLES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.01734,46.20672
JOUBERT CEDRIC,15 RUE DES MARRONNIERS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.0112,46.18468
LABERGERE YOHAN,4 CHE DU CORMIER,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.02291,46.19181
DIVET OLIVIER,20 B RUE DES HIRONDELLES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.03122,46.20392
PL AGENCEMENT,17 B RTE DE MOUILLEPIEDS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.03493,46.20277
LAVIGNE THEO,29 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.01196,46.18707
CARDINAUD GUILLAUME,34 RTE DE LA ROCHELLE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.03448,46.20141
MEURGER CHARLES,7 B RUE DU CLOS FLEURI,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.01876,46.18756
TORAUD JEREMY,6 B RUE DU PRIEURE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.00906,46.18597
PICOULET,411 RUE DU RADAR,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.00468,46.19258
OCTOGONE,34 RTE DE LA ROCHELLE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.03448,46.20141
REINARD CHRISTOPHE,1 RUE DES FAUVETTES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.03427,46.20134
ETIE MENUISERIE,275 RTE DE LOIRE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.00483,46.1919
ELISSALDE SIMON,86 RUE DU POITOU,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.0518,46.18966
ALTERNATIVE ECO CONSTRUCTION BOIS - AEC BOIS,37 RUE DE ROME,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.01795,46.21096
FRANCKLIN & CO,14 RUE DU LEVANT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.01542,46.191
THIBAULT VICTOR,10 RUE DE L AQUITAINE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.03204,46.20239
EURL COLAS BOIS,5 RUE DE LA ROBERTRIE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A403,MENUISIER CHARPENTIER SERRURIER,11,-1.0143,46.18742
SARL BOUJU REGIS,5 RUE DES GRILLONS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.02484,46.20622
NOGAJ JONATHAN,7 CHE DU CORMIER,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.02333,46.19211
JL PLOMBERIE,12 RUE DES PECHERS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.03293,46.20052
RES'EAU TECH,4 B RUE DU CHEMIN VERT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.01692,46.18849
MP OUEST SERVICES,34 RUE DES FORTINES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.039,46.1874
IS'ECO,5 RTE DU FIEF DES PRISES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.0183,46.20647
ATLANTIQUE ECO ENERGIES,16 RUE DE CHAVAGNE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.02076,46.1922
BERJON ANTOINE,15 RTE DE SAINT COUX,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.00643,46.18479
SARL CARRE ET ASSOCIES,270 RUE DU RADAR,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.0055,46.19219
BARRET TEDDY,6 RUE DES COQUELICOTS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.01273,46.1907
F&A COUVERTURE,9 T RTE DE CHEUSSE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.03053,46.18068
BERNEAUX NICOLAS,15 RUE DE JOSAPHAT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-1.03486,46.17442
GARLOPEAU ERIC,26 RUE DU FIEF RAVEAU,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-1.04289,46.1859
SOCIETE HUBERT,3 RUE PIERRE LOTI,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-1.01195,46.18675
BH ELECT,10 RUE DU LEVANT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-1.01679,46.1911
OZTURK FERDI,13 RTE DE SAINT COUX,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-1.00666,46.18486
SANTOS PHILIPPE,6 RTE DE PARIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-1.02403,46.20443
BERNARD FRERES,35 RUE DU CHEMIN VERT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A406,ENTREPRISE GÉNÉRALE DU BÂTIMENT,11,-1.01934,46.18525
BR RENOVATION,32 B RUE DE CHAVAGNE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A406,ENTREPRISE GÉNÉRALE DU BÂTIMENT,11,-1.02228,46.19368
POIRRIER CONSTRUCTION,221 RUE DU RADAR,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A4,Artisanat du bâtiment,A406,ENTREPRISE GÉNÉRALE DU BÂTIMENT,11,-1.00603,46.19212
TROUVAT CHRISTELLE,CHE DE MARANS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-1.04785,46.2014
BOUTIN ISABELLE,7 RUE DE GROLLEAU,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-1.05321,46.19597
LE CALICO,9 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-1.01047,46.18627
BERJONNEAU CHARLINE,18 IMP DU PIOT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-1.02156,46.18657
PACAUD CHRISTELLE,3 IMP PATRICK OLIVAUX,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-1.04495,46.18608
LA PIZZA SOLINOISE,35 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.01258,46.18706
GOURON,2 RTE DE NANTES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.02764,46.20329
BOUTIN JEAN FRANCOIS,5 RUE DES MESANGES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.02039,46.19282
BUNYAHAN KULJIRA,24 A RUE DES HIRONDELLES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.02989,46.20335
FROUIN FANNY,16 CHE DES CIGALES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-1.02257,46.20734
AUTANT IMMOBILIER,58 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-1.01449,46.18857
VILREAL IMMOBILIER,73 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-1.01768,46.18984
ROCHEVILLE,58 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-1.01449,46.18857
DJENDER XAVIER,19 T RTE DE NANTES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-1.02749,46.20672
PROT THIERRY,32 RUE D ANJOU,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-1.04913,46.20297
OURY NATHALIE,20 RUE DE CHAVAGNE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-1.021,46.19243
LABATAILLE BASTIEN,9 B RTE DE CHEUSSE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-1.03053,46.18068
SIBUE VICTOR,40 B RTE DE SAINT COUX,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-1.00263,46.18362
TCHIBINDA TRESSY,5 RUE DU CHEMIN VERT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-1.01641,46.18758
WINCKELMANS SHANA,4 RUE DE LA MARE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-1.02305,46.18377
TOUT EN BEAUTE,28 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-1.00836,46.18567
BERNARD ERICKA,33 T RUE DU CHEMIN VERT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-1.01917,46.18545
BEYRAND FLORIANE,185 RTE DE LOIRE,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-1.00518,46.19149
BITTIGER LEILA,3 RUE DES CHARMILLES,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-1.01714,46.20744
CASEIRO TYFENN,10 RUE DU COUCHANT,17220,17407,SAINTE-SOULLE,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-1.02128,46.19001
SARL COULEURS ET MATIERES,151 RUE DE LONDRES,17220,17407,SAINTE-SOULLE,B,Commerces,B1,Grandes surfaces,B103,GRANDE SURFACE DE BRICOLAGE,11,-1.02227,46.20948
ANGELEO,24 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,B,Commerces,B2,Commerces alimentaires,B201,SUPÉRETTE,11,-1.0114,46.1874
FALLOURD PASCAL,24 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,B,Commerces,B2,Commerces alimentaires,B204,BOUCHERIE CHARCUTERIE,11,-1.0114,46.1874
BOULANGERIE D'USSEAU,9 RUE DE BERRY,17220,17407,SAINTE-SOULLE,B,Commerces,B2,Commerces alimentaires,B207,BOULANGERIE-PÂTISSERIE,11,-1.02462,46.20727
BOULANGERIE D'USSEAU,22 B RTE DE NANTES,17220,17407,SAINTE-SOULLE,B,Commerces,B2,Commerces alimentaires,B207,BOULANGERIE-PÂTISSERIE,11,-1.02606,46.20801
BESGROVE JENNIFER,7 CHE DES BASSETRIES,17220,17407,SAINTE-SOULLE,B,Commerces,B2,Commerces alimentaires,B207,BOULANGERIE-PÂTISSERIE,11,-1.03963,46.18655
SARL BURYLO,23 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,B,Commerces,B2,Commerces alimentaires,B207,BOULANGERIE-PÂTISSERIE,11,-1.01165,46.18657
DETALLE JEAN-FRANCOIS,1 T RUE DES FUTAIES,17220,17407,SAINTE-SOULLE,B,Commerces,B3,Commerces spécialisés non-alimentaires,B302,MAGASIN DE VÊTEMENTS,11,-1.01801,46.18959
ECOLE MATERNELLE PUBLIQUE LES TROIS PRES,38 B RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,C,Enseignement,C1,Enseignement du premier degré,C107,ÉCOLE MATERNELLE,11,-1.0122,46.18798
ECOLE ELEMENTAIRE PUBLIQUE PIERRE GIRAUDET,38 RUE DE L AUNIS,17220,17407,SAINTE-SOULLE,C,Enseignement,C1,Enseignement du premier degré,C108,ÉCOLE PRIMAIRE,11,-1.0122,46.18798
ECOLE PRIMAIRE PUBLIQUE SIMONE VEIL,13 RTE DE LA ROCHELLE,17220,17407,SAINTE-SOULLE,C,Enseignement,C1,Enseignement du premier degré,C108,ÉCOLE PRIMAIRE,11,-1.03091,46.20168
ECOLE PRIMAIRE PUBLIQUE LES GRANDES RIVIERES,20 RUE DES CHAUVELLES,17220,17407,SAINTE-SOULLE,C,Enseignement,C1,Enseignement du premier degré,C109,ÉCOLE ÉLÉMENTAIRE,11,-1.04369,46.18133
"ADELINE RONDEAU, ERGOTHÉRAPEUTE",43 RUE DE LA ROCHE BERTIN,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D247,ERGOTHÉRAPEUTE,11,-1.01902,46.18879
"LAURA NELLEC, PSYCHOLOGUE",6 RUE DES BARBIONNES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D250,PSYCHOLOGUE,21,-1.01123,46.18748
"ANNE BOUFFARD, PSYCHOLOGUE",6 RUE DE LA SABLIERE,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D250,PSYCHOLOGUE,11,-1.00786,46.18321
"SONIA BOSDEVEIX, PSYCHOLOGUE",17 IMP DU PIOT,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D250,PSYCHOLOGUE,11,-1.02126,46.18618
"CLEMENCE JOLIT, MÉDECIN",1 B RUE DE LA SABLIERE,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-1.00892,46.18376
"ISABELLE MEKLAT-FOURNIER, MÉDECIN",6 RUE DES BARBIONNES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,21,-1.01123,46.18748
"JOSE PINTO, MÉDECIN",1 B RUE DE LA SABLIERE,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-1.00892,46.18376
"ANNE-SOPHIE TREMBLAY-BEJANIN, MÉDECIN",1 B RUE DE LA SABLIERE,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-1.00892,46.18376
"MATTHIEU BEYSENS, MÉDECIN",6 RUE DES BARBIONNES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,21,-1.01123,46.18748
"MARION PARIS, MÉDECIN",6 RUE DES BARBIONNES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,21,-1.01123,46.18748
"MOHAMED BENNANI, CHIRURGIEN-DENTISTE",13 RUE DE LA ROCHE BERTIN,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.01672,46.18847
"ANNE KLOTZ, CHIRURGIEN-DENTISTE",5 T RUE DE BERRY,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.02497,46.20791
"BENJAMIN RENAUD, CHIRURGIEN-DENTISTE",5 T RUE DE BERRY,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.02497,46.20791
"THOMAS LIVADARIS, CHIRURGIEN-DENTISTE",5 T RUE DE BERRY,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.02497,46.20791
"JULIE CHERUBIN, CHIRURGIEN-DENTISTE",5 T RUE DE BERRY,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.02497,46.20791
"SIHAM OURIAGHLI ROMEO, CHIRURGIEN-DENTISTE",13 RUE DE LA ROCHE BERTIN,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.01672,46.18847
"CHARLINE DENEUFVE, CHIRURGIEN-DENTISTE",13 RUE DE LA ROCHE BERTIN,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-1.01672,46.18847
"LISE PAILLAT, SAGE-FEMME",6 RUE DES BARBIONNES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D278,SAGE-FEMME,21,-1.01123,46.18748
"NADEGE STOFFEL, SAGE-FEMME",6 RUE DES BARBIONNES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D278,SAGE-FEMME,21,-1.01123,46.18748
"AURORE VIVIER, MASSEUR-KINÉSITHÉRAPEUTE",1 RUE DES SABLIERES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.00892,46.18376
"ISALYNE SAUTEL, MASSEUR-KINÉSITHÉRAPEUTE",6 RUE DES BARBIONNES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,21,-1.01123,46.18748
"MATHIEU LABROUSSE, MASSEUR-KINÉSITHÉRAPEUTE",1 RUE DES SABLIERES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-1.00892,46.18376
"AMANDINE DUPONT, MASSEUR-KINÉSITHÉRAPEUTE",6 RUE DES BARBIONNES,17220,17407,SAINTE-SOULLE,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,21,-1.01123,46.18748
