idINS,distance,tt_bike,tt_car,tt_walk,tt_transit,part_transit,walktime
CRS3035RES200mN2631200E3475600,37186.823983097784,237.38994071916474,58.19553445057537,334.4863900227688,21.35593220338983,6.051157924965642e-4,21.35593220338983
CRS3035RES200mN2611000E3468400,29782.299980220254,190.08358937166236,44.867383134436714,266.56807542691394,NA,NA,NA
CRS3035RES200mN2615000E3484800,32058.839298840827,214.44221091320327,61.32913486005089,300.8234944868533,15.105263157894736,8.057675996607295e-4,15.105263157894736
CRS3035RES200mN2620800E3473000,31859.539895138783,213.72509546107406,51.70767308523185,300.9091397409998,66.80915444936925,0.410990576503147,18.166214910785328
CRS3035RES200mN2623600E3462400,29444.35221984656,187.51787196579048,39.70328260596151,273.5691108036725,37.45799404659401,0.5112438686957615,18.661462766611745
CRS3035RES200mN2629400E3479800,35698.19713993872,231.63527900340196,55.78583237682051,326.2876909954408,13.566265060240962,8.740246201152036e-4,13.566265060240962
CRS3035RES200mN2629400E3480200,35439.904214799244,233.05736259378642,55.584833401162385,328.3194440096419,11.698795180722893,8.661261204854471e-4,11.698795180722893
CRS3035RES200mN2632200E3483600,34461.669363658686,234.38027587438341,54.4185545610785,330.3063634131643,25.719101123595507,9.932370600183023e-4,25.719101123595507
CRS3035RES200mN2637200E3479600,36722.33966391455,234.88828188100223,61.00501435879012,331.0892264201741,11,1.346136587992461e-4,11
CRS3035RES200mN2608200E3468000,30371.024081722397,194.8649481466131,46.00161839532854,272.058132760205,79.0607155671742,0.5051723914704084,14.634960787328923
CRS3035RES200mN2608200E3476600,31294.158248072763,196.25247372109274,58.06259285213713,272.98533987386054,NA,NA,NA
CRS3035RES200mN2614600E3492400,36407.95345163355,242.94869874300343,67.98895531738141,342.9031172969808,80.93999921823085,0.3484045812962181,32.502599382402394
CRS3035RES200mN2614600E3492800,37048.577085587676,247.0816844437574,67.25981604575668,348.8514582367187,84.61555042922512,0.340637398876694,35.42126838860948
CRS3035RES200mN2617600E3476800,33399.48156843271,226.13038669044428,53.85358585972601,318.6018307411008,20.63135135135136,0.010440416262218111,20.63135135135136
CRS3035RES200mN2620400E3483000,34337.01370230458,231.20909985023582,59.78173547622773,325.5330487068869,35,6.258801439524331e-4,35
CRS3035RES200mN2623400E3462800,29349.96708721887,188.89984042287938,39.00691916421483,273.4698050167057,36.86860685379714,0.5067695606642397,17.375517232896257
