COMMUNE,distance,tt_bike,tt_car,tt_walk,tt_transit,part_transit,walktime
17407,33615.01032086765,213.37473888370585,54.00150864752237,305.620747851321,73.16413303082581,0.371044213843566,20.62189124471192
NA,NA,NA,NA,NA,NA,NA,NA
17349,37230.32255183256,234.16152171212607,61.580027637334645,329.8933331695406,13.911659947074765,0.003692759049876674,13.911659947074765
17174,35343.2008907526,221.9804503800469,63.85317654818613,312.2564756416918,18.52408084890091,5.45371771602411e-4,18.52408084890091
17010,27088.959700651925,165.44451440894724,48.7788226628465,239.84809578713822,50.19420086476233,0.5765180144127098,19.24972957550477
17007,33106.36919334963,222.41413341501442,57.75197628817208,312.77283844650793,9.296289355322338,6.679656110873867e-5,9.296289355322338
17300,32764.98520313792,209.90495376575714,45.14310688760336,305.532886624229,40.06619524431883,0.46023640794638276,18.55170389931057
17190,33164.09982598829,211.81579269420962,45.57231427877798,307.91159550251035,53.89008497339417,0.433272043436428,21.490264357140518
17439,38329.093564236915,239.04871112770581,64.50025226719015,336.94353086477366,10.010324878806548,1.9400312224115794e-4,10.010324878806548
17303,38527.97627781486,244.55235153052502,62.54990052081565,344.9413127457568,19.397544968037028,0.0013118575363990997,19.397544968037028
17457,36890.80632851577,236.26284767468582,66.38446185622784,332.567862820545,13.643243733011175,4.728430728409866e-4,13.643243733011175
17158,35941.31355122702,245.03693173961176,52.73162911507496,345.8631633240192,13.279225750210747,0.0015996945108831182,13.279225750210747
17382,39346.222895443425,257.92859285490795,68.47853166723276,364.21661004477494,14.929581326126977,9.274316094103956e-5,14.929581326126977
17018,30627.119142399253,200.43884270344248,58.29788658416649,281.12438600615826,8.18637035748456,3.214915858406752e-4,8.18637035748456
