idINS,km_pa,f_i,ind_18_64,IRIS,COMMUNE
CRS3035RES200mN2604400E3488400,12860.573597494447,11.10506382653349,14,171740000,17174
CRS3035RES200mN2604400E3488600,13010.925258398125,2.617622188052441,3.3,171740000,17174
CRS3035RES200mN2604600E3486000,11183.770400068335,17.847424010281262,22.499999999999996,171740000,17174
CRS3035RES200mN2604600E3486200,11208.536689998227,2.4589784191943718,3.0999999999999996,171740000,17174
CRS3035RES200mN2604600E3492000,10907.031696178841,4.679991184918481,5.9,171740000,17174
CRS3035RES200mN2604800E3488600,13104.78453445058,0.8725407292393218,1.1,171740000,17174
CRS3035RES200mN2604800E3491800,11325.659682267651,1.665759574292946,2.1,171740000,17174
CRS3035RES200mN2604800E3492000,11124.002643444246,5.790497567780177,7.3,171740000,17174
CRS3035RES200mN2605000E3492200,10591.181490578932,0.7138969604112584,0.9000000000000001,171740000,17174
CRS3035RES200mN2605200E3486800,12908.284649345842,0.9518626137499859,1.2000000000000002,171740000,17174
CRS3035RES200mN2605400E3486800,12857.12371728052,12.691501516484506,16,171740000,17174
CRS3035RES200mN2605400E3488000,12719.14151561916,4.600669299561696,5.799999999999999,171740000,17174
CRS3035RES200mN2605400E3488200,12767.525211981325,2.6969440722188196,3.4,171740000,17174
CRS3035RES200mN2605400E3488800,13216.91927852431,3.6488066858012065,4.6000000000000005,171740000,17174
CRS3035RES200mN2605400E3490800,11990.903954850135,1.665759574293054,2.1,171740000,17174
CRS3035RES200mN2605600E3487600,12706.786124171409,0.396609422365457,0.5,171740000,17174
CRS3035RES200mN2605600E3487800,12636.809484277273,0.951862613668544,1.2000000000000002,171740000,17174
CRS3035RES200mN2605600E3488000,12841.909755951105,9.042694830242562,11.4,171740000,17174
CRS3035RES200mN2605600E3488200,12666.839812766635,2.2210127652890566,2.8,171740000,17174
CRS3035RES200mN2605600E3488600,13155.029531276223,2.6969440723480447,3.4,171740000,17174
CRS3035RES200mN2605600E3488800,12938.435357118093,4.6006692995958245,5.799999999999999,171740000,17174
CRS3035RES200mN2605600E3489200,13174.404117492682,6.980325834868405,8.799999999999999,171740000,17174
CRS3035RES200mN2605600E3489400,13352.227176515678,2.617622188019265,3.3000000000000003,171740000,17174
CRS3035RES200mN2605600E3489600,13395.767411477642,3.96609422416476,5.000000000000001,171740000,17174
CRS3035RES200mN2605600E3493200,10676.72990559485,0.5954579956702167,0.9000000000000001,174570000,17457
CRS3035RES200mN2605800E3488000,12771.223061401266,8.566763523249822,10.8,171740000,17174
CRS3035RES200mN2605800E3488200,12794.713895846084,23.0033464978248,29,171740000,17174
CRS3035RES200mN2605800E3488400,12784.971825273602,23.00334649795579,29,171740000,17174
CRS3035RES200mN2605800E3489400,12782.245044141046,3.49016291742742,4.3999999999999995,171740000,17174
CRS3035RES200mN2605800E3489600,12023.065029183339,4.44202553124644,5.6000000000000005,171740000,17174
CRS3035RES200mN2605800E3490400,12482.023859266777,0.396609422450728,0.5,171740000,17174
CRS3035RES200mN2606000E3485400,13110.862802788191,14.039973554281296,17.7,171740000,17174
CRS3035RES200mN2606000E3485600,13115.451281047679,4.521347415791058,5.7,171740000,17174
CRS3035RES200mN2606000E3487000,12847.190732909728,10.86709817261356,13.7,171740000,17174
CRS3035RES200mN2606000E3487200,12872.309547473884,4.997278721843656,6.300000000000001,171740000,17174
CRS3035RES200mN2606000E3487400,13213.329797735089,0.4759313068569371,0.6,171740000,17174
CRS3035RES200mN2606000E3488000,12743.278826211861,8.725407292387535,11,171740000,17174
CRS3035RES200mN2606000E3488200,12704.336209005953,16.65759574015457,21,171740000,17174
CRS3035RES200mN2606000E3488400,12903.297569521725,0.555253191336445,0.7,171740000,17174
CRS3035RES200mN2606000E3489600,12639.461175770935,3.569484801849112,4.5,171740000,17174
CRS3035RES200mN2606200E3485400,12945.785157739083,4.521347415717533,5.7,171740000,17174
CRS3035RES200mN2606200E3485600,13115.914619970947,6.345750758998305,8,171740000,17174
CRS3035RES200mN2606200E3486800,13007.087169205772,1.2691501517774681,1.5999999999999999,171740000,17174
CRS3035RES200mN2606200E3487000,12691.912236607766,6.821682065070266,8.6,171740000,17174
CRS3035RES200mN2606200E3487200,13231.31062229727,0.8725407291837495,1.1,171740000,17174
CRS3035RES200mN2606200E3489600,12503.909106120578,2.221012765638574,2.8000000000000003,171740000,17174
CRS3035RES200mN2606200E3490400,12595.615375409263,0.9518626138817466,1.2,171740000,17174
CRS3035RES200mN2606400E3489400,12469.340516646478,2.221012765655584,2.8000000000000003,171740000,17174
CRS3035RES200mN2606600E3479000,11996.586014659806,1.3473336377983707,2,171070000,17107
CRS3035RES200mN2606600E3489400,12386.455396155268,0.4759313069264058,0.6,171740000,17174
CRS3035RES200mN2606600E3491800,11003.294301000504,1.348472036332467,1.6999999999999997,171740000,17174
CRS3035RES200mN2606800E3487800,12814.352808823654,4.521347415450446,5.7,171740000,17174
CRS3035RES200mN2606800E3488000,12614.567801572133,4.600669299552701,5.799999999999999,171740000,17174
CRS3035RES200mN2606800E3488200,12822.642644285497,6.107785105404481,7.7,171740000,17174
CRS3035RES200mN2606800E3489200,12655.934905928301,4.04541610884183,5.1000000000000005,171740000,17174
CRS3035RES200mN2606800E3489400,12201.417905301609,2.2210127656588865,2.8000000000000003,171740000,17174
CRS3035RES200mN2606800E3489600,11878.801895493034,2.221012765657262,2.8000000000000003,171740000,17174
CRS3035RES200mN2606800E3489800,12797.456963784247,8.566763524647643,10.8,171740000,17174
CRS3035RES200mN2607000E3487800,12951.606708239875,1.6657595741869933,2.0999999999999996,171740000,17174
CRS3035RES200mN2607000E3488000,12988.42745038327,6.821682065748873,8.6,171740000,17174
CRS3035RES200mN2607000E3488200,13083.875427780431,8.963372947099682,11.3,171740000,17174
CRS3035RES200mN2607000E3489000,12905.134337672614,12.612179633043883,15.9,171740000,17174
CRS3035RES200mN2607000E3489200,12883.137269325094,5.235244375897392,6.6,171740000,17174
CRS3035RES200mN2607000E3489400,12923.724470627594,2.617622188089029,3.3,171740000,17174
CRS3035RES200mN2607000E3491000,12331.181234562326,2.6969440726649405,3.4,171740000,17174
CRS3035RES200mN2607000E3496400,13578.453221274169,2.315669983162325,3.5,174570000,17457
CRS3035RES200mN2607000E3496600,13171.898703393226,6.020741956222083,9.100000000000001,174570000,17457
CRS3035RES200mN2607200E3478600,12468.647105653645,1.7653798455737555,2.6,171070000,17107
CRS3035RES200mN2607200E3491200,11688.921205741677,1.521725988935255,2.3000000000000003,174570000,17457
CRS3035RES200mN2607400E3478400,12043.175816499162,3.999054468304633,5.9,171070000,17107
